Package Name,Reviewer Name,Review,Rating
io.metamask,mike shinoda,Can't recover my account,1
io.metamask,Ex Nihilo Nihil,"Trash wallet. Team is arrogant. Their UI/UX has been as bad as 1990s web interface for the past 10 years. They don't even take their product seriously. They just like money. Their arrogance, hubris, and apathy, will be their downfall.",1
io.metamask,Pyae Phyo Swe,very nice and clean,4
io.metamask,MD: Faruk,good,5
io.metamask,Kirbylee Borbon,Where are my coins go?,1
io.metamask,Mafrida Jahan,Nice app,5
io.metamask,Freddy Ramaker,"Keeps freezing on Samsung S23. Doesn't matter what I do, on welcome screen, in the browser and changing the account. Also no 2FA, I'll be deleting my wallet and downloading another app!",1
io.metamask,Technical Line,Good,5
io.metamask,Obasohan Oreoluwa,"I can't view my assets symbols, any idea what could be wrong?",3
io.metamask,Ahmad Nasir Nalado,I love it,5
io.metamask,Oman Oman,nice,4
io.metamask,Yulianus Zhong,Cant connect trezor hard wallet,1
io.metamask,Qert Dfg,Ismaeel,5
io.metamask,jibu m,good,4
io.metamask,Minka Baye,nice appp,5
io.metamask,Papaya Kenny,Great 👍,5
io.metamask,shahzad jabbar,good exchange,5
io.metamask,Anirban Kundu,too much gas fees but UI quite intuitive,4
io.metamask,Sahel mia,nice,5
io.metamask,Luther Isaboke,I lost all my coins and they asked me to pay just to get them back,1
io.metamask,Samom Nanaoba Meitei,good,4
io.metamask,Sanjiv Kumar,Wow,4
io.metamask,Moraka Jack,Excellent,5
io.metamask,Godgive Obinani,Nice to meet you this app I love this app pass another app,5
io.metamask,ebong Munge Sylamitte,"very bad experience, this app is not secured at all, full of scams, all my coins disappeared. I don't recommend it to anybody all my core dao coins gone😭😭😭😭",1
io.metamask,Dr. NEG,best of best,5
io.metamask,Andrew Ogbuleke,very fast and reliable,5
io.metamask,Jessar Batomalaque,good,3
io.metamask,Myke,Sincerely very poor services. I can't connect the wallet. Frustrating and frustrating. How do I get help please,1
io.metamask,SHADES GMONEY,Kept glitching,2
io.metamask,leepa,awawer,4
io.metamask,Muhammad Nawaz Lashari (IT.AI.IoT.Professional),Amazing App.,5
io.metamask,sumit Singh,My new update and finish my all balance why,5
io.metamask,Moses Nirl,Disastrous! Resets my wallets at intervals leading to missing funds.,1
io.metamask,Abdul hafeez Hafeez jan,good,5
io.metamask,SYED Najaf Shah Bukhrie,Nice 🙂,5
io.metamask,Shohag Vai,love it,5
io.metamask,Hamid Shahzad,good platform,5
io.metamask,Xiao Hudie,I connected the core network with metamaskwallet to check my staking balance but it always starts again and again .why?,2
io.metamask,Zaharaddeen Adamu,great,5
io.metamask,md ashraful alom,ভালো,5
io.metamask,raju bharakati,Good,4
io.metamask,Adamu Dahiru,am really enjoying,1
io.metamask,Sk Shahin,nice,5
io.metamask,john paul,Great,5
io.metamask,Chijioke Christian,cool but crazy app,5
io.metamask,Sadaqat shah,Nice,4
io.metamask,Shahbaz ali Shahbaz ali,nice app,5
io.metamask,Grace Okene,I love Metamask,5
io.metamask,Arfan Munna,Metamask on mobile is a total nonsense. Why are you even here? Just stay only for pc,1
io.metamask,Amin Amer,Don't trust not supporting bitcoin,2
io.metamask,Daniel Aceka,"why did my coin not yet be received? it's been two hours, I'm waiting. Gosh, why did you do this to your followers?",2
io.metamask,Utah Vershima (Liltsmash),nice working with,4
io.metamask,M Hassnain,Chupaaaa,5
io.metamask,Aditya Prajapati,ok,4
io.metamask,Lamia Islam,nice,5
io.metamask,M Shehrooz Khan,best experience with meta mask,5
io.metamask,Ayesha NAYEM,good exchanger,5
io.metamask,Don Andrez,"Will give you more, when this thing of yours learns to show correct wallet balances again. At a moment it shows hell knows what and neighter refresh-restart nor clearing cache do help anyhow.",1
io.metamask,Hock Rock G222,Good app,5
io.metamask,Uxair Xheikh,I m creating my wallet and interface is really slow i can't create my password due to uncertain lack in system kindly fix this thing.,2
io.metamask,Bhikaricharan Behera,every thing is fine,5
io.metamask,Umar Shah,very good,5
io.metamask,Qpalzm Pqlamz,Good akt Wallet metamask,5
io.metamask,Rao Irbaz,best,5
io.metamask,Rakibul Official,Nice,5
io.metamask,Sandi Contreras,For some reason I can't even get this downloaded to my phone :/ I had it before,1
io.metamask,Aqeel Shah,nice wallete easy to use,5
io.metamask,MONGA-MONGA MONGEZI,Horrible,1
io.metamask,Charles,"such a great platform for crypto. Metamask will outshine all others! I love the interface, it's so user friendly, the tabs are conveniently located. it's just well designed & simple even for us beginners.",5
io.metamask,hsouna MAHROUG,many bugs and not secure,1
io.metamask,Susantha Ariyadasa,Good,5
io.metamask,Flooffers,Completely broken Can't log in or press anything,1
io.metamask,Phoummadeth Sisane,個噢,5
io.metamask,saleh mohammed,Good,3
io.metamask,Masoom Gill,Good,5
io.metamask,Awolola Michael,Why does metamask takes forever to open and load????,1
io.metamask,Basudeb Adhikary,Nice,4
io.metamask,M Umair,good,5
io.metamask,S M,works well once you get familiar. might be slow at times but all good,5
io.metamask,Sk Abbasi,Good,3
io.metamask,Soliu Taiwo (Success),Comment later,5
io.metamask,Awais Akhtar,great,5
io.metamask,Boni Sarkar,important hard work. develop your life.,5
io.metamask,Ikram Prince 007,Bast app earning good,5
io.metamask,Mohammad Imran,nice app,4
io.metamask,Maisumabbas momin,Good app but this app take more time for open,5
io.metamask,bello umar,you operative perfectly,5
io.metamask,SHOAIB,very slow when opening,2
io.metamask,Jawad Usama,good wallet for metamask.,5
io.metamask,Üŝämä Žêŝĥâň,good,5
io.metamask,Precioux Empire,"if I could give zero stars, would. woke up last week Monday to see that I was logged out,tried logging in but to no avail. even with my recovery phrase. till now I'm still logged out.",1
io.metamask,Amber Ali,Very useless app they every time missed token,1
io.metamask,sm army,good,5
io.metamask,Sheeraz Ali,awesome,5
io.metamask,raj pal,Best app,5
io.metamask,Asad Malik,easy to use,4
io.metamask,Muskrat,I thought getting a new phone would make this app a little faster. Boy was I wrong. It's slow and connects half the time. It's no wonder norms don't want to onboard,1
io.metamask,Zafar Niazi,Very very nice application,5
io.metamask,Soikot Khan,very nice,5
io.metamask,Agustin Gudino,After update app won't unlock.,1
io.metamask,Malik Waqar14348,very nice 💯,5
io.metamask,Waseem Ahmed,Very third class apps. 15 mint to loading main lg jatyhn,1
io.metamask,Ahmad TV R60,osom,5
io.metamask,ANIL PAWAR,superb,5
io.metamask,Shah Badiuddin,Nice,5
io.metamask,Brian Farmer,lovely and one of the best wallet,4
io.metamask,Okafor Stanley,Nice,5
io.metamask,Jones Ntow,Please all chain ID is changing on your app why,1
io.metamask,gavin miles,sometimes it's buggy but it works,4
io.metamask,mulya Semidang,good app,5
io.metamask,Olowopopo Ayomide,I love Metamask wallet but I need it to work for me,5
io.metamask,Uzair khan,its good,1
io.metamask,YAHAYA MATO,Good,5
io.metamask,MidnightRunner89,"Decent wallet app, except the security options don't seem to do anything. I turn on fingerprint identification to login and when I login it has me use my fingerprint 3 times then still asks for my password. Turn it off and turn on device pin, it asks for my password and then has me scan my fingerprint twice but never asks for my pin. Set the lock after option to never, and when I switch apps on my phone and then back to it, it's locked again.",3
io.metamask,Beenish Yasir,it's really work,5
io.metamask,christiana Achebe,"the experience is so exceptional, am loving it",5
io.metamask,Akhtar Chaudhary,a great experience to join metamask... everything is easy...,5
io.metamask,Samuel Phillips Ayomi,Excellent,4
io.metamask,Alok Nath,nice,5
io.metamask,Cristi Istrate,"Is see ledger support. Nice. But how to add more accounts, only first account from ledger is added?",4
io.metamask,mohamed yassine Diraa,"O carnet connet the app to any website, it is really so Bad",1
io.metamask,M. Junaid,best wallet ever😊,4
io.metamask,Yakubu Lawal,nice app,5
io.metamask,Talha Nazir,Super,5
io.metamask,Ibrahim Dauda Didango,yes keep move MetaMask,5
io.metamask,Mariam Ajike O. Ibrahim,good,3
io.metamask,Caleb Namso,Smart and good,5
io.metamask,Chris Eze,awesome,5
io.metamask,ADEWALE SANYA,I've been unable to open the app for more than two weeks now and they don't even send notifications through their social media handle about the problem they are facing,1
io.metamask,Mubashir Shaibu,awesome,4
io.metamask,Darain Cherag -DC,Lag,1
io.metamask,Hameed Bozdar,great,5
io.metamask,zain ALI,too good,5
io.metamask,Rouben Paner,swap not functional for a month now. customer service can't even find a way to solve the issue. 😂,1
io.metamask,James michael,How can I solve this Metamask bug. Can't encrypt data with alias: com.metamask,1
io.metamask,Musty Sukola,Difficuilties in downloading,5
io.metamask,Zain Zain,best,5
io.metamask,Ammar Iqbal,nice,4
io.metamask,Nadeem Shoukat,good,5
io.metamask,Chinkata Chidinma,"This app is giving me problem. I can't login. It keeps telling me invalid password. No provision for forgot password or fingerprint login even with passphrase, is just telling me to create a new passphrase, which you know will make me to lose my coins. Please help me out, I wrote my password, username and passphrase out",1
io.metamask,Hafiz Irfan,good,3
io.metamask,Raheel Abro2022,vejhe sabwe taani to aahe chha saain aahe chha,5
io.metamask,MANOJ KUMAR,excellent,5
io.metamask,Zakria butt Saab,satisfied app,5
io.metamask,Zeeshan Iqbal,Very slow app.,1
io.metamask,Amaobi Ikechukwu,My metamask is not working well still loading for long I need help,1
io.metamask,Harpreet Singh,Can we find out how many Metamusk accounts 1 account are running on one phone or laptop?,5
io.metamask,Mohammed Mustapha,Good,5
io.metamask,TuGo3k,trustfully app,5
io.metamask,Good Nit,agen fast do it,5
io.metamask,Haris Sahab,great its owsom buddy,5
io.metamask,Bahrullah jan Bahar,outstanding 😍,5
io.metamask,Arooj Zain,good app,5
io.metamask,Rizwan Jehangir,best wallet for cryptocurrency. but it is slow opening,5
io.metamask,raja ali,Sooo much bad 😞,1
io.metamask,CHANDRA YADAV,goog service,1
io.metamask,MAGAJI MANSUR SANI,Metamask why you said my password is invalid? help me please I have some ice inside the wallet,1
io.metamask,rakesh kumar,goood,5
io.metamask,Mukhtar Ahmed,great,5
io.metamask,Zari Zari,good app and super wallet,5
io.metamask,Usman Tanveer,"worst crypto ever, takes forever to respond to connection requests",1
io.metamask,Muhammad Ali,ggid,5
io.metamask,A L Śhàkîb Ahmed,Awesome,5
io.metamask,Muhammad Zulfiqar,Good,5
io.metamask,Gopi Roy,high,5
io.metamask,muhammad hafeez,it's too slow,5
io.metamask,San Bhahadur,Very good 🫰,5
io.metamask,abdul kareem olalekan,If there is anything less that 1 star I will have give you because everything about this app is just so frustrating,1
io.metamask,travis neighbors,Just claimed my pikamoon tokens. It shows how many tokens I have but it says unable to find conversion rate where the dollar value is sapost to be. Need help fixing it,3
io.metamask,Muhammad Afzal,Broswer bad,1
io.metamask,Rahul Barman,good,5
io.metamask,Sushanta Pradhan,good,5
io.metamask,MM. Mangal Jega,Exceptional,5
io.metamask,Manideep Kalyan,Swaping is not working,1
io.metamask,Fazal Khan,good,5
io.metamask,Shahab Ghouri,unsatisfied,2
io.metamask,Our World,good,5
io.metamask,Emmanuel Okonkwo,I liked it for it's fast connection,5
io.metamask,Michael Obande,"When connected apps keep saying not éligible that i should connect another wallet.Its takes like forever to load ,app very slow. Today i transfered Bnb via bnb smart chain from Binance to m'y meta Mask is been 30 minutes now and i cannot see it on my Metamask please help solve this problem or send me my Bnb back please .",2
io.metamask,Hak ke awaz by zulfqar Ali,good project,5
io.metamask,majid jamal,Good job team,5
io.metamask,Muhammad farooq,bas kia bolin ab,4
io.metamask,Abid Pathan,good app,5
io.metamask,Kasem Ali,Good app,5
io.metamask,Senjirin Omotayo,"Very poor app...it takes forever to load, and when it does,it hangs till your tired of waiting.",1
io.metamask,Runz Music Factory,"Hello, I would love to state that after a recent update of your app, metamask all my saved assets disappeared. I tried to ge all my said assets back but all networks added were showing zero.  All staked assets (Core) on the core staking platform showing zero. I didn't click or import any links to the browser nor did I leak or give out my passphrase. This happened after an update and it's very, very disheartening",1
io.metamask,Victory Udonnaka,Good,5
io.metamask,Fahad Khan,Too much sĺow browsing,1
io.metamask,Latifah Kayed,It won't open,1
io.metamask,Zara hayat,best earning app,5
io.metamask,Hafiz adil Saleem,👍👍👍,5
io.metamask,Zaheer Abbas Rajpoot (Munna),it's so smart aap,5
io.metamask,jahanzeb khan,Good,5
io.metamask,parham edalati rad,thats so good but only have an eth adress,3
io.metamask,Zahid Iqbal Malik,nice,5
io.metamask,Redwanul Islam,good project,5
io.metamask,Shahid Ali,good ap,5
io.metamask,RIDWAN ABDALLAH IBRAHIM,Greatest app ever 👋,5
io.metamask,MEHEDI HASAN RONY,good app,5
io.metamask,Animba Okechukwu A.,Stay away from this app. The high fees can only be described as forced extortion. You either pay the exorbitant fees or abandon your tokens.,1
io.metamask,juice the man,you have to learn about this,5
io.metamask,rashid tufail,Good,5
io.metamask,Hussaini Idris,fantastic,5
io.metamask,Abdulhadi Ibrahim,Good,4
io.metamask,Usama Malik,this app very nice wallet with crypto currency,4
io.metamask,Noe cantillo,the best,5
io.metamask,Farhan Arshad,Nice 🙂,5
io.metamask,Horain Faisal,such a nice moment,5
io.metamask,han Znn,Good app 💯,5
io.metamask,Sanjeev sharma,The super buggy MM. Very annoying as a user😔,1
io.metamask,Nori Jutt,nice,5
io.metamask,Iqra Iqra,Good app,5
io.metamask,Muhammad Javed,Nice 👍,1
io.metamask,HUMPHREY ONYENANKEYA,Metamask wallet have improved in every aspect am really enjoying this latest update. kudos to the Dev team.,5
io.metamask,adil hassan dahri,nice walit,5
io.metamask,dauda jinmi,Bad experience,5
io.metamask,Psbes1276 سهیل سارلی,Nice,5
io.metamask,Javed Iqbal,very nicr,5
io.metamask,Sabir Sabir tanha,the best app working,5
io.metamask,Miriam Ibrahim,Metamask is the best app so far.,5
io.metamask,tiến duy nguyễn,It's good,5
io.metamask,Bablu morya dhula rawji,nice app,5
io.metamask,M. Zahid Khan,I'm reset my phone and I'm metamask recovery phase forget please help me record my metamask account,1
io.metamask,Hassan Niazi,nice,5
io.metamask,Afzal Ansari,good,5
io.metamask,esemon idinye,swap rate too high,5
io.metamask,Mehedi Hasan,good,5
io.metamask,Hassan Basit opeyemi,smart,5
io.metamask,Salwa Isah,Great App,5
io.metamask,Rx Ramim,Dollar Income App,5
io.metamask,Md Sanull,good apps,3
io.metamask,Arif Mehmood,Please don't install this wallet totally fraud everyone please be careful many time i request for set my wallet but they support team don't response me i lose my all assets they not recover your wallet Scammer Tell me what i do i lose my all assets,1
io.metamask,Qasim Irshad,Good,5
io.metamask,Wajid Ali,good,4
io.metamask,Osama Khan,ok,5
io.metamask,nasiru shehu,nice,5
io.metamask,Shwe Lin Lin,best security,5
io.metamask,M Mobeen,good,5
io.metamask,Bisma Imran,great app,5
io.metamask,vimal parja,♥️,5
io.metamask,about diabetes,nice,4
io.metamask,Haseeb shah,very slow work and everytime log out,3
io.metamask,ismail adam,Metamask very nice app,1
io.metamask,Vera Kigbu,👍,1
io.metamask,tacnical star,good app,5
io.metamask,F U N N Y M E M E S,Top,5
io.metamask,oluwatosin samuel,An extremely poor app. It takes infinity to even load when trying to navigate through the icons on the app. Meta mask app is so annoying. I'd rather not rate on any star than rating it one star,1
io.metamask,crypto x,"User friendly, must importantly its secure.",5
io.metamask,Azad Kashmir neelum valley,nice,5
io.metamask,abdul ghaffar khan,good,5
io.metamask,md jalal,nice,3
io.metamask,Shazia Rashid,nice app,5
io.metamask,Aminu Abdullahi,very good,5
io.metamask,RAJ NAGAPPA,best app,5
io.metamask,Shakil Mahmud,good project,4
io.metamask,Mansoor Qazi,Very Good,5
io.metamask,M Shabbir,Verry verry nice wellate,5
io.metamask,Farzana Karim,v nice and good work,1
io.metamask,haider ali,Nice,5
io.metamask,Divyanshu kulshrestha,nice,5
io.metamask,Rashid John,Good app,4
io.metamask,Narendra Mangang,Very poor apps why so slow and lagging this wallet,1
io.metamask,Abubakar Ishaq Abubakar,I really appreciate to the metamask weve3 and also i am combeniant with the high security thanks,5
io.metamask,Rampravesh Panday,I liked it 111,5
io.metamask,Aizaz Khan,good app,5
io.metamask,Hosanna Samson,Great,5
io.metamask,Olawumi Tope,The best crypto wallet,5
io.metamask,Yasir Khann,great app I am so happy 😌,5
io.metamask,Aiprime Domain,Perfect Update 🥰 💞 👌 Stay tuned and update your favorite apps for current users and give your feedback 😀 😊 👍,5
io.metamask,Altaf hussain Khoso,please release cash back in easy Paisa,5
io.metamask,Mujahid Hussain,good results back,5
io.metamask,waqas rana,Greet Maining App,5
io.metamask,MohamadReza MotaghiPour,good,5
io.metamask,Arafat Islam,Good,5
